Apple,Amazon,Microsoft,Google,Facebook,Boeing,UNH,Goldman,MMM,Home Depot
0.001000545,0.004970847,-0.004782367,-0.013860978,-0.006537091,0.007018524,-0.008755024,0.003434653,0.001099852,-0.004653498
0.01517353,0.026099805,0.00845069,0.011386691,0.040591353,0.004578037,0.006423609,0.003470345,-0.008325606,-0.000857245
0.000626466,0.006833355,0.004272052,-0.001209038,-0.002463628,0.017004533,0.012299574,0.000142098,0.002273648,0.021525573
-0.005098336,-0.006634182,-0.011779963,-0.009475874,-0.005186507,0.001471305,0.008406814,0.005684307,0.001977751,0.001755966
0.00503455,0.000320464,0.002152148,0.000906718,-0.003806678,0.002003463,-0.004754539,-0.004380425,0.007198904,0.002743789
-0.001967933,-0.017427599,0.001321698,0.008612537,0.000249269,-0.001799502,-0.00458082,-0.004872681,-0.005706458,-0.007068598
-0.000985943,-0.005542731,0.007919446,0.003384407,0.003820272,0.012485753,0.036026418,0.009775878,0.001565256,-0.002539446
-0.008433478,-0.015671737,-0.013586518,-0.016605325,-0.020269752,-0.00712217,0.008632486,0.035607998,-0.005961574,-0.001697242
-0.009319677,-0.009219637,-0.017590477,-0.013350213,-0.028035805,0.012154798,0.016548906,0.033471663,0.005182274,0.000541025
0.003744644,-0.004451014,0.000844661,0.00344959,0.002606464,-0.000918772,-0.001304904,-0.01442876,-0.001158651,0.003089417
-0.007188395,0.025690841,0.016371458,0.016016016,0.01759097,-0.000591057,-0.019286877,0.023235966,-0.004697577,-0.001462997
0.007698689,0.007058557,-0.004483685,-0.00447206,-0.001021902,0.000525713,-0.001966695,0.012382389,0.001048883,-0.007248606
0.009822674,0.007453725,0.023686471,0.015913395,0.005455622,0.012480355,0.013221316,0.018065477,0.024737991,0.028895608
0.009817266,-0.004010755,-0.005866138,0.006781702,0.008139102,0.008109423,-0.000501722,0.025004287,-0.000965624,0.000528347
0.016321667,0.001733226,0.01573515,0.016576074,0.006475452,0.007079041,0.005021206,0.001656797,0.014839593,0.006489067
-0.005704177,-0.011110216,0.003227338,-2.53E-05,-0.01595925,0.004281496,-0.003934467,-0.019350981,0.006443109,0.008921311
0.016681396,0.018707615,0.013028743,0.00865351,0.021567471,-0.003181559,0.006583447,0.00581863,-0.004509127,0.014563761
0,-0.007128677,-0.004763332,0.001218479,-0.000831178,-0.013979393,-0.004235717,0.005785034,-0.012469809,-0.004101524
0.005469112,-0.010171441,-0.001595415,0.000978545,0.002994768,-0.004531606,0.004754109,0.012795253,-0.00328442,-0.001029461
0.001295177,-0.004244389,-0.004474397,-0.008836233,-0.005805731,0.00474734,0.020670021,-0.016872321,0.008124168,-0.00537388
0.005777373,0.010860789,0.021187939,0.004299474,-0.005255735,0.010873806,-0.014639689,0.000711589,0.004001097,0.002442469
0.002657823,0.006814584,-0.001257438,0.002795229,-0.001257984,0.001344568,0.000309711,0.016815112,0.002750337,0.012330018
0.000940517,-0.000803915,0,-0.002335432,-0.000419809,0.006969654,-0.001608979,-0.006787608,-0.001231509,-0.00204206
-0.006577829,-0.005528094,0.000157368,-0.004153227,-0.013776873,-0.000126837,0.001549606,-0.005467196,0.004315431,-0.010231675
0.00197771,-0.007503197,-0.004878016,-0.001706186,-0.001107368,0.002222728,0.008973826,0.003539874,-0.00251107,-0.002805876
0.006350947,0.014212646,0.000632342,0.002076205,0.006310267,-0.002091227,-0.002392104,0.002448494,0.000950946,0.001554994
-0.004264019,0.000946307,-0.00458272,-0.008211737,-0.009236539,-0.008762842,-0.007378309,-0.003767176,-0.004694877,-0.001404583
-0.000256978,-0.009039904,-0.001428756,-0.00287881,-0.004875128,-0.002626585,-0.002477783,-0.010263809,0.001853272,0.000221956
-0.007795829,-0.019969978,-0.012082805,-0.014013939,-0.011173142,-6.43E-05,-0.006209593,0.005332012,0.000896819,-0.00754985
0.002849284,0.005067529,0.007080903,0.018553559,0.015732273,0.008286325,0.008810221,0.008853644,-0.002912053,0.001715196
-0.001119211,0.004657224,-0.004474397,0.00096676,0.015659772,0.010511474,0.002849237,0.006457759,0.001516377,0.008860202
0.005085373,0.03073248,0,0.009048158,0.016682079,0.000567523,0.001667543,-0.007444579,-0.003420914,-0.011808303
0.011148309,0.019911561,0.008667815,0.015276698,0.022706605,0.002457328,0.001418304,0.014834918,0.002926053,-0.002762948
0.009159414,0.001168348,-0.003182706,0.000620232,0.012073559,-0.004902713,-0.002832489,-0.008207348,-0.00538617,0.005841159
0.00100845,-0.001279876,-0.000319257,-0.00230589,-0.004403555,0.004737174,-0.002284511,-0.00131741,-0.003892382,0.013327445
0.005373221,0.003920085,0.009102493,0.003876782,0.013992747,0.002074656,0.001918523,0.013150864,0.007418733,-0.002939147
-0.004175356,0.018297408,-0.009178575,-0.001918516,0.004203402,-0.006963554,0.002903244,-0.007812483,-0.002529561,-0.004642295
-0.00176095,0.004301657,0.001437494,0.001885039,0.013583896,0.003411327,-0.003449176,0.00188651,-0.000281947,-0.000222193
0.00806445,-0.009080505,-0.002711369,-0.004047656,-0.003662093,-0.007303298,-0.007045805,-0.035038965,-0.000732833,0.006590459
-8.33E-05,-0.002766377,-0.000479745,0.001814571,0.000390983,0.004122467,-0.018174871,-0.006150873,0.006938955,0.001692317
-0.00175015,0.001931934,-0.003200152,-0.00483211,-0.002892394,0.00429504,0.006085802,-0.012292462,0.001064518,-0.005655288
0.001836721,-0.000877535,0.007062735,0.003546648,-0.003998448,0.003333332,-0.000251964,0.003413948,-0.001063386,0.001551204
0.000666701,0.011814467,0.003506478,0.017751084,0.014877141,-0.01059351,0.0025842,0.00202407,0.0001121,0.018215331
-0.000916062,0.005575386,0.008894651,0.005565655,0.00341272,0.017169286,0.008549521,0.004340832,-0.014228802,-7.25E-05
0.01592062,0.017119812,0.002518885,0.014322634,0.016309817,0.042416696,0.005049174,0.015277284,0.004318867,-0.004201131
0.000492365,0.003143982,0.009264904,-0.00421214,0.009887458,0.010516232,0.009364743,0.009820915,0.000509231,0.007128387
8.20E-05,-0.00402789,0.023494799,-0.010623116,-0.004518798,-0.008396501,0.001474855,-0.010977485,0.003732511,-0.000938846
-0.002623985,-0.00644916,-0.009881617,-0.025494639,-0.009078507,-0.012701123,-0.005521967,-0.012871916,-0.011606917,0.001012085
-0.002302161,-0.008309479,-0.007369714,-0.006892548,-0.005038853,-0.012985533,6.17E-05,-0.019580983,-0.003420209,-0.00642744
0.060980633,0.010771356,-0.016550628,-0.001374228,0.022329564,0.003365688,0.00376316,0.005886877,0.002002101,-0.001017602
-0.001708637,0.009130818,-0.006448659,0.003562951,-0.017938903,-0.010428763,-0.011984625,-0.001127145,-0.005651817,-0.003565231
0.004279024,-0.035418774,0.008073554,0.003706762,0.001070009,0.000862795,0.006904735,0.045744494,0.004937419,0.007520827
0.009374027,-0.00315971,-0.000628151,-0.000187105,0.008245549,0.009729083,-0.008401729,-0.00402568,0.000342917,-0.010798345
0.009517255,0.006017514,-0.003299817,0.007025662,-0.001665925,0.015367705,0.000124565,-0.001500104,0.003768992,0.001171808
0.003877449,0.008873873,-0.001418845,0.001747319,0.017900494,-0.007693233,-0.001370511,-0.007887559,0.007453617,0.009001359
0.007225959,0.002012862,0.011367086,0.001459701,-0.000447079,0.002869232,0.000811063,0.016068763,0.006268605,0.006019727
-0.002265491,0.007426752,-0.000936493,0.005076813,0.000372767,0.011869892,0.00193225,0.00484364,0.004602086,0.008218581
0.008855346,0.010961263,0.011249992,0.006845536,-0.001043289,0.010828377,0.007713713,0.014626033,0.011284973,0.00014314
0.012979585,-0.000167375,0.003730753,0.001477006,-0.001491958,0.002797075,0.007037541,0.012953158,0.003204052,0.010652547
0.003628961,0.007544324,-0.000619587,-0.001791739,-0.00306316,0.004747904,0.00711073,0.004329347,0.007066545,0.00587176
-0.00118052,0.001708797,-0.000154989,0.006324932,0.002997557,0.008919019,-0.003895451,-0.004390437,0.00941113,-0.004571524
0.002733655,0.001101703,0.001549985,0.004744266,-0.002316176,0.011123538,-0.036847105,0.003768357,-0.00250807,0.010315161
0.007220488,0.013454501,-0.002011794,0.004335341,0.001422916,0.01650166,0.018715974,0.005511575,0.002295779,0.014125968
0.002999421,-0.000969148,-0.002015834,-0.001082129,0.017947906,-0.001139332,0,-0.000119077,0.014560756,0.001585806
-0.004230274,-0.003997128,0.004039827,0.000686127,-0.005583265,0.008553839,0.012642616,-0.00214506,0.006181501,-0.003717642
0.000952314,-0.008155472,0,-0.003235781,0.000591024,0.003279385,0.00282899,-0.015287319,0.00117528,0.008568833
0.001975674,0.004022556,-0.00603524,0.000772367,0.007161858,0.011215073,0.014227948,0.008004915,-0.002667856,-0.004453433
0.000438175,-0.004242125,-0.003892339,-0.007319611,-0.006377912,0.004458513,0,-0.002493246,-0.002996242,-0.002684162
0.020439312,0.009514389,0.015004795,0.014613486,0.013870482,0.020418469,0.015479476,0.018745527,0.018835526,0.012214307
-0.005937247,-0.004888221,-0.014320933,-0.005519354,-0.004802816,-0.005002413,-0.003751352,-0.006529321,0.000158091,0.00865825
0.005900815,0.001142679,0.003749276,-0.001866039,0.002997975,-0.004426524,0.005319448,0.007289168,-0.003054484,-0.000946172
-0.003147833,-0.003847626,0.000311281,-0.001567989,0.001822556,-0.006861383,0.002972542,-0.003479801,-0.002165692,-0.004600323
0.001291898,-0.000696856,0.002022862,0.004989181,-0.000873199,0.006024531,-0.002370964,-0.004404644,0.001005752,-0.001504472
-0.003727045,0.005295359,0.00916138,0.00415913,0.00305898,-0.001538334,0.001401478,-0.002630472,0.002221145,0.006163555
-0.002302316,0.002939447,-0.004000587,0.003962314,0.003775806,-0.006437794,0.000595559,-0.000239784,0.002057932,-0.002042005
0.003317093,-0.000633034,0.003089707,0.005449047,0.003978501,-0.010356087,0.011725484,-0.00719473,0.00689842,0.001568748
0.000431105,0.002498657,-0.003388211,0.002715657,0.005836249,0.001958618,0.001353132,-0.000885826,0.001621236,0.003949498
-0.001508492,-0.00241051,-0.004636033,9.46E-05,-0.002005723,-0.001787172,-0.00675642,-0.001772969,-0.006213364,-0.001831331
0.010576375,0.000516043,0.005278688,0.001868472,0.002871045,-0.000111949,0.016088906,-0.003794706,0.004570967,0.005368223
0.001637198,0.000527582,-0.001698815,0.001864987,0.001932465,-0.002909816,-0.002794133,0.005835187,-0.004654877,0.005272101
-0.004975227,-0.001300632,0.003558137,0.00393502,-0.001071569,0.010718986,-0.009340332,-0.017242685,0.010771966,0.005849523
0.010500824,0.005467463,0.000924837,-0.004365548,0.000715146,-0.003942341,-0.010017769,-0.0073789,0.003379042,-0.012031904
-0.011452168,-0.016068193,-0.01108879,-0.021145688,-0.010218715,-0.019120147,-0.001785635,-0.037746806,-0.004559361,-0.008051437
0.011298658,0.00576374,0.012770519,-0.001047606,0.007797278,0.00579662,-0.003995245,-0.008283276,0.000468492,0.005115537
-0.003535591,-0.000801822,-0.002460313,-0.014477042,-0.000429809,0.001582137,-0.010417439,0.003592013,-0.000416201,0.004275307
-0.001986844,-0.002088815,0.001695736,-0.003852863,0.005805182,-0.008123612,-0.001754378,-0.015049593,-0.003278956,-0.001892049
0.001706463,0.001430946,0.001846591,0.006237512,-0.000142433,0.001592581,-0.002424077,-0.012827806,-0.005639388,-0.005687004
0.020726818,0.010840548,0.002918641,0.001720507,0.010262172,0.007154906,0.00455635,0.01707456,0.002940691,0.002247081
0.002225245,0.021401877,0.002756837,0.012778334,0.00627821,0.001522346,-0.011551202,-0.003837158,-0.001623103,-0.001087124
-0.001318363,0.00231039,0.003666027,0.000108282,-0.00168237,0.00197033,0.009483592,0.012125243,0.003146743,-0.000611809
-0.001875882,0.011639262,0.002282599,-0.002333135,-0.002527919,-0.006292833,-0.005939828,-0.006487305,0.00026141,-0.000816683
0.000278571,0.0056061,-0.004706879,0.010837058,0.00161912,-0.001187431,0.009633472,-0.003308444,-0.003188285,-0.001430349
0.007445928,0.017184335,0.002746137,-0.004746266,-0.003865638,0.011604937,-0.003744107,0.001310268,-0.002778928,-0.001909728
-0.005180561,0.002701732,-0.002586582,-0.003786422,0.000846751,-0.009065501,0.002424802,-0.006978882,0.000262827,0.002050099
-0.002499721,-0.012097483,0.00259329,-0.004245761,-0.004793852,0.001637658,-0.000181618,0.004304552,-0.001839641,0.004091696
-0.002227528,-0.003785038,-0.000760749,-0.0038774,-0.00276262,0.008344277,0.004112886,-0.003323934,0.000526484,-0.00074697
-0.00118583,0.013588384,-0.002283939,7.28E-05,0.001846811,-0.007212876,-0.00325271,0.004432019,-0.001473751,0.007340356
-0.010756543,-0.005159633,-0.000762946,-0.00167328,-0.007940975,0.005688305,0.002115081,-0.005024165,0.001897715,-6.77E-05
0.001200478,-0.006793303,-0.003818035,0.001178151,-0.002429931,-0.01411223,-0.001628077,-0.008737989,-0.001946705,-0.011200993
-0.005289282,-0.012898472,-0.004292487,-0.000921983,-0.001361248,-0.002442352,-0.003624094,-0.010764192,-0.005535139,-0.004299013
0.005529987,0.01957793,0.008160183,0.016525797,0.014563448,0.019359872,0.013457813,0.013165044,0.009064505,0.00959499
-0.004441983,0.001984544,-0.001374395,-0.000418047,-0.003252659,-0.006535518,0.008433949,-0.047158207,-0.000735446,0.003054629
-0.003682816,-0.005067624,-0.005352527,0.001661068,0.009293395,0.003092468,0.003914987,-0.006957557,-0.002050251,-0.003654586
0.012510889,0.003180589,0.007072444,0.004103986,0.010754192,0.005044846,0.01353009,0.018543495,0.007006341,0.010188892
-0.001193651,-0.003913231,0.013740478,0.001829713,-0.000834562,0.006023589,-0.002215086,-0.005503054,0.001778594,0.008606638
0.009629627,0.009882746,0.017018046,0.023209488,0.012458297,0.009313574,0.006835662,0.029327735,0.014255809,0.012600083
0.006196028,0.000231452,0.005775383,0.011057511,0.007011782,0.007964294,0.009922857,0.01527644,0.004633799,0.007505382
-0.005881085,0.001839958,-0.001325247,-0.000653454,0.000477801,-0.009808652,0.001953557,-0.001897398,-0.000666247,0.007776364
0.000765548,0.009996841,0.006486824,0.002890826,0.007778378,0.008309975,0.001433751,-0.001724119,0.005692295,0.012320014
-0.000973703,0.00719744,0.002782999,0.036271115,0.017264746,0.008787254,0.001431431,-0.008901342,-0.001427843,-0.000128152
0.020396905,0.025124585,0.013876945,0.007296111,0.014708865,-0.013201339,-0.001658259,0.004691673,-0.005208524,-0.012107603
0.006344573,-0.001360406,-0.001584982,0.004240765,0.002098859,0.005756899,-0.002577397,0.001200758,0.008829015,0.004798706
-0.003050596,-0.006241127,-0.003174435,0.01156647,-0.006414426,-0.000272508,-0.009188184,0.005286173,0.005597125,0.000322649
-0.003604102,-0.003719329,-0.003908624,0.004983598,-0.006258215,-0.001745051,0.00857782,0.001237208,0.009512805,-0.000903339
0.016583725,-0.003605223,0.002761159,-0.004862255,-0.004043759,0.010596939,0.000574561,0.001235684,-0.00055151,0.005618074
0.027188433,0.015939575,-0.000869481,0.007733525,0.005457887,0.005459332,0.001837901,-0.008110467,-0.003761272,0.007448886
0.006404994,0.003983003,0.001450535,-0.002279787,-0.003839547,0.004784499,-0.006879125,-0.005643632,-0.003473293,0.005035296
-0.004740639,-0.004061622,0.003910785,-0.003636626,-0.001262646,-0.012453562,0.000865768,0.005005509,-0.006668031,0.002853934
0.008648233,-0.001401567,-0.01226385,0.001959503,-0.001663451,0.004148911,-0.000403613,-0.000533781,0.000559318,-0.012205112
0.013965712,0.01448891,-0.001168523,0.001740807,0.001932878,-0.003751232,-0.008712233,-0.008631386,-0.000914825,0.004609385
-0.002562445,-0.003515894,0.000731267,0.005213411,-0.000931284,-0.004692937,-0.001629742,0.010322201,0.005392451,0.002612759
-0.001477145,0.008455417,0.020135322,0.006317479,-0.002729895,0.001699499,-0.019879935,0.002132299,0.001416861,0.005911273
-0.033575657,-0.02205844,-0.027805931,-0.024793218,-0.032914895,-0.02145585,0.004401711,-0.052659573,-0.009632341,-0.013711717
0.015241134,0.01453277,0.003408391,0.011548243,0.019399364,-0.007718997,0.015338068,0.006737751,0.002053165,-0.002498582
0.003409039,0.001408504,-0.000295242,0.004052739,0.002708885,0.018940152,0.006649285,0.001068935,0.002868176,0.003853612
0.006076091,0.011283084,0.011227403,0.008404594,0.001215771,0.016098719,0.012225375,0.002924961,0.01384049,-0.00217527
-0.001233921,0.000896283,0.003360434,0.007389657,-0.001146775,-0.000979937,0.002976634,0.016757609,-0.003929221,-0.007245426
-0.002990885,0.009068076,0.001310134,0.006471212,0.013304423,0.009591728,0.002111542,0.019076736,-0.001213701,0.001097911
0.003456329,0.013291201,0.01236029,0.015267609,0.012796681,0.009824681,0.014009983,-0.006076033,0.010380167,0.009419419
-0.001689585,0.002416018,0.004883532,0.001990628,0.001118702,-0.002565954,-0.00308905,0.004764685,0.005662996,-0.009970684
0.000390503,0.000923882,0.006432467,0.004539547,0.001643331,0.001554246,-0.005126843,-0.019570862,0.008820471,-0.000843953
-0.005921795,-0.002086904,-0.008095613,-0.011292392,-0.006037524,0.004013307,-0.007984614,-0.032780979,0.010027819,-0.002404627
0.00274933,0.001337211,0.003722777,0.002166145,0.000462115,-0.001652206,0.02511707,0.017750723,-0.000586962,0.010683315
0.014819212,0.010823804,0.023680448,0.008945617,0.013726668,0.015534772,-0.001057911,-0.007906581,0.011499865,0.00128916
-0.009778067,0.004579229,0.007246356,0.0082821,0.000130226,-0.006728556,-0.000111648,0.003187836,-0.002322221,-0.003604892
0.00337815,-0.008246511,0.003320319,-0.007227946,-0.005337545,-0.011643323,0.0080841,0.002523443,-0.003927832,-0.003811562
0.005956702,0.00704886,-0.00179239,0.00447484,0.002028643,0.007228914,0.013217387,0.00582672,-0.001947289,0.00492878
-0.002445831,0.000198019,-0.006078364,0.002517963,0.010384091,0.009728777,-0.008296461,0.013810437,0.004536431,-0.009421788
